STATE,STATEABBRV,COUNTY,AVLN_RISKR,CFLD_RISKR,CWAV_RISKR,DRGT_RISKR,ERQK_RISKR,HAIL_RISKR,HWAV_RISKR,HRCN_RISKR,ISTM_RISKR,LNDS_RISKR,LTNG_RISKR,RFLD_RISKR,SWND_RISKR,TRND_RISKR,TSUN_RISKR,VLCN_RISKR,WFIR_RISKR,WNTW_RISKR
Kentucky,KY,Russell,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Kentucky,KY,Scott,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Kentucky,KY,Shelby,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Kentucky,KY,Simpson,Not Applicable,Not Applicable,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Kentucky,KY,Spencer,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Kentucky,KY,Taylor,Not Applicable,Not Applicable,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Kentucky,KY,Todd,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Kentucky,KY,Trigg,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Kentucky,KY,Trimble,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Kentucky,KY,Union,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Very Low,Relatively High,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Kentucky,KY,Warren,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Kentucky,KY,Washington,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Kentucky,KY,Wayne,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Kentucky,KY,Webster,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Kentucky,KY,Whitley,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate
Kentucky,KY,Wolfe,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Kentucky,KY,Woodford,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Louisiana,LA,Acadia,Not Applicable,Very Low,No Rating,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively High,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Relatively Low,Very Low
Louisiana,LA,Allen,Not Applicable,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Relatively Low,Very Low
Louisiana,LA,Ascension,Not Applicable,Relatively Moderate,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Very Low,Relatively High,Relatively High,Very Low,Relatively High,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Louisiana,LA,Assumption,Not Applicable,Relatively Moderate,No Rating,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,No Rating,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Very Low
Louisiana,LA,Avoyelles,Not Applicable,No Rating,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Very Low
Louisiana,LA,Beauregard,Not Applicable,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Relatively Moderate,Very Low
Louisiana,LA,Bienville,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Louisiana,LA,Bossier,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Louisiana,LA,Caddo,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Low,Relatively Low,Relatively High,Relatively Low,Very High,Relatively Low,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Louisiana,LA,Calcasieu,Not Applicable,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively High,Relatively High,Relatively Low,Relatively High,Relatively High,Relatively Low,Relatively High,Insufficient Data,Not Applicable,Relatively Moderate,Very Low
Louisiana,LA,Caldwell,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Very Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Louisiana,LA,Cameron,Not Applicable,Relatively Low,No Rating,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Insufficient Data,Not Applicable,Relatively Moderate,Very Low
Louisiana,LA,Catahoula,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Louisiana,LA,Claiborne,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Louisiana,LA,Concordia,Not Applicable,No Rating,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Louisiana,LA,De Soto,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Louisiana,LA,East Baton Rouge,Not Applicable,Relatively Moderate,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Very High,Relatively Low,Very High,Very High,Relatively Low,Very High,Insufficient Data,Not Applicable,Very Low,Relatively High
Louisiana,LA,East Carroll,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Louisiana,LA,East Feliciana,Not Applicable,No Rating,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Low
Louisiana,LA,Evangeline,Not Applicable,No Rating,Relatively Moderate,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Relatively Low,Very Low
Louisiana,LA,Franklin,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Louisiana,LA,Grant,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Very Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Louisiana,LA,Iberia,Not Applicable,Relatively Low,No Rating,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Relatively High,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Low
Louisiana,LA,Iberville,Not Applicable,Relatively Low,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Low
Louisiana,LA,Jackson,Not Applicable,Not Applicable,No Rating,No Rating,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Louisiana,LA,Jefferson,Not Applicable,Relatively High,No Rating,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Low,Relatively High,Relatively High,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Louisiana,LA,Jefferson Davis,Not Applicable,Very Low,No Rating,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively High,Very Low,Relatively Low,Relatively High,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Relatively Low,Very Low
Louisiana,LA,Lafayette,Not Applicable,Very Low,No Rating,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively High,Relatively High,Relatively Low,Relatively Moderate,Very High,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Relatively Low,Very Low
Louisiana,LA,Lafourche,Not Applicable,Relatively Moderate,No Rating,Relatively Low,Very Low,Very Low,Relatively Low,Relatively High,Very Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively High,Insufficient Data,Not Applicable,Very Low,Relatively Low
Louisiana,LA,LaSalle,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Very Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Louisiana,LA,Lincoln,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Louisiana,LA,Livingston,Not Applicable,Relatively Moderate,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively High,Relatively High,Relatively Low,Relatively High,Very High,Relatively Low,Relatively High,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Louisiana,LA,Madison,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Louisiana,LA,Morehouse,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Louisiana,LA,Natchitoches,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively High,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Louisiana,LA,Orleans,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Low,Relatively Moderate,Relatively High,Relatively High,Relatively Low,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Relatively Low,Relatively Low
Louisiana,LA,Ouachita,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Very Low,Relatively Low
Louisiana,LA,Plaquemines,Not Applicable,Relatively Moderate,No Rating,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Very Low
Louisiana,LA,Pointe Coupee,Not Applicable,Very Low,No Rating,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Low
Louisiana,LA,Rapides,Not Applicable,Not Applicable,Relatively High,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Louisiana,LA,Red River,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Louisiana,LA,Richland,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Louisiana,LA,Sabine,Not Applicable,Not Applicable,Very Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Very Low
Louisiana,LA,St. Bernard,Not Applicable,Relatively Moderate,No Rating,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Very Low,No Rating,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
